Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
SC2_30507358	0.00677	0.00558	-2.4265E-4	-1.0869E-2	0.00205
SC2_30563706	0.0053	2.1825E-4	0.00191	-6.417E-3	-1.68E-3
SC2_30569568	-1.2748E-3	-1.097E-3	-6.8093E-4	9.2391E-4	0.00154
SC2_30659455	0.00402	0.0052	0.00325	-7.2076E-3	-1.8995E-3
SC2_30659463	0.00402	0.0052	0.00325	-7.2076E-3	-1.8995E-3
SC2_30746150	0.00845	0.0044	4.3148E-5	-1.178E-2	0.00393
SC2_30762412	0.0068	0.00571	9.5646E-4	-7.553E-3	0.00139
SC2_30762426	0.00691	0.00663	0.00368	-7.8647E-3	-2.1901E-3
SC2_30762495	0.00695	0.00504	7.0348E-4	-1.0752E-2	0.00137
SC2_30764954	0.00658	0.00513	-8.1979E-4	-1.0306E-2	0.00432
SC2_30783992	0.00466	0.00368	-4.6594E-4	-6.2092E-3	-4.8861E-4
SC2_30783993	0.00672	0.00488	-3.0068E-4	-9.081E-3	0.00263
SC2_30785368	0.0049	0.00409	0.00135	0.00122	-1.4435E-4
SC2_30785680	0.00626	0.00471	2.9644E-4	-9.3567E-3	0.00212
SC2_30800124	-3.4624E-4	-1.4624E-3	-1.0068E-4	0.00138	-1.9698E-3
SC2_30800131	-3.4624E-4	-1.4624E-3	-1.0068E-4	0.00138	-1.9698E-3
SC2_30800132	0.0029	0.00129	0.00235	-7.6274E-3	-2.719E-3
SC2_30800310	8.247E-4	2.3173E-4	-1.0796E-3	3.7402E-4	0.00391
SC2_30800313	-1.5486E-4	9.8121E-4	-1.5962E-3	0.00173	7.3211E-4
SC2_30800343	5.2846E-4	-2.6894E-4	-2.1356E-3	0.0014	-4.1822E-3
SC2_30808943	0.00829	0.00483	0.00283	-8.6489E-3	8.7275E-4
SC2_30809036	0.00429	0.00301	8.2326E-4	-3.9398E-3	-2.3619E-3
SC2_30830476	0.00876	0.00525	0.00121	-1.098E-2	0.0015
SC2_30930838	0.00192	-3.6312E-3	-1.4945E-3	1.0594E-4	-1.0614E-4
SC2_30930863	0.00343	-2.233E-3	-7.6114E-4	-3.7489E-4	-2.6681E-3
SC2_30963383	-6.5181E-4	5.2377E-4	-3.7323E-3	-2.891E-4	-1.1845E-5
SC2_30987849	0.00448	-7.1897E-4	0.00172	-2.4599E-3	-3.8832E-3
SC2_30987920	0.00348	0.00214	9.2835E-4	-1.1636E-3	-5.9235E-4
SC2_30987923	-2.2234E-3	-4.8282E-3	0.00305	-1.7543E-3	-5.4442E-3
SC2_31006835	0.00819	0.0061	0.00153	-1.0395E-2	0.00126
SC2_31017909	0.00684	0.0067	2.2321E-4	-1.1657E-2	0.00352
SC2_31017933	0.00433	0.00424	-1.0869E-3	-7.5916E-3	2.9988E-4
SC2_31080356	-1.459E-3	-1.9012E-3	-2.3539E-3	6.8085E-4	3.4335E-4
SC2_31082079	0.00708	0.00437	3.5838E-4	-1.0312E-2	2.4475E-4
SC2_31082267	0.00576	0.00359	-9.3608E-4	-1.0678E-2	-8.0797E-5
SC2_31084146	0.00238	0.00525	0.00663	-6.107E-3	-2.7171E-3
SC2_31145571	0.00663	0.00455	9.4467E-4	-7.5837E-3	3.6433E-4
SC2_31145612	0.00685	0.0047	0.00131	-9.6978E-3	3.8327E-4
SC2_31189600	0.00678	0.00441	0.0012	-9.606E-3	-6.9649E-5
SC2_31195533	0.00424	0.00256	0.00147	-7.06E-3	-2.4936E-3
SC2_31195534	0.0056	0.00299	0.00221	-7.4357E-3	-1.5905E-3
SC2_31195566	0.0056	0.00299	0.00221	-7.4357E-3	-1.5905E-3
SC2_31199508	0.004	0.00247	9.5783E-4	-4.2701E-3	7.4804E-4
SC2_31218391	0.00459	0.00436	0.00355	-2.8751E-3	-5.0272E-3
SC2_31218395	0.00681	0.00553	0.00406	-6.4946E-3	-2.0947E-3
SC2_31224349	0.0072	0.00622	1.6752E-4	-9.0004E-3	0.00211
SC2_31230250	0.00533	0.00318	0.00195	-8.3614E-3	-1.7414E-4
SC2_31243322	0.00675	0.00525	7.4319E-4	-6.8534E-3	-6.3277E-4
SC2_31243328	0.00487	0.00388	2.476E-4	-3.4407E-3	-3.1122E-3
SC2_31271315	-1.6797E-3	6.9541E-4	-1.0888E-4	-2.0104E-3	1.3179E-4
SC2_31271348	3.493E-4	5.04E-4	-1.589E-3	-3.634E-3	-5.2629E-4
SC2_31271355	-6.6235E-4	2.6836E-4	-7.3507E-4	0.00133	-4.2862E-3
SC2_31287685	3.5016E-4	-2.6547E-4	-1.9716E-3	-8.9983E-4	-1.5841E-4
SC2_31287731	-3.0841E-4	0.00255	3.9289E-4	0.00106	-2.5193E-4
SC2_31306643	0.00466	0.00316	0.00145	-7.0631E-3	9.8472E-4
SC2_31345551	0.00652	-2.2455E-3	0.00111	0.00697	0.00151
SC2_31345572	0.00652	-2.2455E-3	0.00111	0.00697	0.00151
SC2_31345661	5.9951E-4	-1.1338E-2	0.00182	-1.5475E-3	-3.381E-3
SC2_31345690	7.0441E-4	-1.1335E-2	0.00188	-1.8993E-3	-3.4999E-3
SC2_31360161	0.00259	0.00149	-1.1795E-3	-7.009E-3	-1.0337E-3
SC2_31360273	0.0061	0.00376	9.4008E-4	-8.9063E-3	-5.8214E-4
SC2_31360288	0.0061	0.00376	9.4008E-4	-8.9063E-3	-5.8214E-4
SC2_31360308	0.00733	0.00467	0.00164	-1.037E-2	8.0714E-4
SC2_31383328	0.00813	0.00548	0.00146	-8.9729E-3	0.00204
SC2_31387458	0.00344	0.00299	0.00104	-4.5772E-3	2.0119E-4
SC2_31387740	0.00668	0.00365	0.00147	-9.2758E-3	0.00111
SC2_31387761	-3.3888E-3	0.00136	-6.9153E-3	0.00148	-5.5656E-4
SC2_31387777	0.00374	0.00243	3.1986E-4	-6.248E-3	-2.7605E-3
SC2_31387778	0.00374	0.00243	3.1986E-4	-6.248E-3	-2.7605E-3
SC2_31408094	-2.798E-3	0.0027	3.4635E-4	-4.0813E-3	-6.9112E-3
SC2_31408136	-3.7893E-5	-5.8973E-3	-4.9501E-5	0.00309	-1.5782E-3
SC2_31412382	0.00795	0.00551	0.0021	-9.9889E-3	6.8488E-4
SC2_31412485	0.00407	0.00339	7.8889E-4	-6.0561E-3	-2.6014E-3
SC2_31418387	0.00668	0.00406	8.2132E-4	-9.0799E-3	0.00168
SC2_31418408	0.00668	0.00406	8.2132E-4	-9.0799E-3	0.00168
SC2_31419976	0.00411	0.00373	8.818E-4	-1.0634E-2	-7.5415E-4
SC2_31419982	0.00411	0.00373	8.818E-4	-1.0634E-2	-7.5415E-4
SC2_31420007	0.00411	0.00373	8.818E-4	-1.0634E-2	-7.5415E-4
SC2_31420008	0.00411	0.00373	8.818E-4	-1.0634E-2	-7.5415E-4
SC2_31438243	0.00638	0.00476	6.4863E-4	-9.5199E-3	0.0013
SC2_31438244	0.00837	0.00533	0.0011	-1.107E-2	0.00231
SC2_31454262	0.00394	0.00234	-2.8853E-4	-8.594E-5	-8.0287E-5
SC2_31454418	6.0283E-4	-5.4925E-3	-1.9322E-3	-1.1896E-3	-6.2911E-4
SC2_31467164	3.4703E-4	1.0138E-4	-1.6518E-4	-3.065E-3	-3.0121E-3
SC2_31467189	3.4703E-4	1.0138E-4	-1.6518E-4	-3.065E-3	-3.0121E-3
SC2_31485405	0.00566	0.00403	5.401E-4	-1.114E-2	6.5921E-4
SC2_31485467	0.00531	0.00346	0.00115	-1.0215E-2	-1.1757E-3
SC2_31521145	0.00293	-2.6274E-3	-3.8565E-3	-3.0893E-3	-2.6329E-3
SC2_31528425	0.00183	-5.7018E-4	-1.2052E-3	0.00239	-5.1046E-4
SC2_31528437	0.00183	-5.7018E-4	-1.2052E-3	0.00239	-5.1046E-4
SC2_31553955	0.00496	0.00329	0.00159	-4.4434E-3	-3.0284E-3
SC2_31553963	0.00496	0.00329	0.00159	-4.4434E-3	-3.0284E-3
SC2_31556674	0.00668	0.0059	0.00113	-8.5791E-3	-3.3535E-4
SC2_31556745	0.00672	0.00441	3.8225E-4	-9.0858E-3	0.00132
SC2_31559545	-5.2113E-5	-3.4895E-3	-2.4281E-3	1.0822E-5	0.00197
SC2_31573807	0.00485	0.00295	0.00156	-7.1012E-3	-2.6842E-3
SC2_31605963	0.00641	0.00524	0.00144	-8.6062E-3	7.8128E-5
SC2_31624227	0.004	0.00145	7.2251E-4	0.00941	-6.059E-3
SC2_31645549	1.5544E-4	0.00227	2.3454E-4	-1.0434E-3	-2.4682E-3
SC2_31645603	2.8272E-4	-4.4065E-4	-1.331E-3	-1.8746E-3	0.00205
SC2_31709616	0.00101	0.00128	0.00278	1.9216E-4	2.1803E-4
SC2_31709630	5.5226E-4	-3.2941E-3	2.5698E-4	0.00253	5.7203E-4
SC2_31724742	0.00511	0.0021	0.00233	-7.1755E-3	-3.4258E-4
SC2_31724946	0.00849	0.00453	0.0033	-1.1735E-2	2.0605E-4
SC2_31737367	0.00531	0.00281	0.00267	-8.868E-3	-1.6253E-3
SC2_31737381	0.00531	0.00281	0.00267	-8.868E-3	-1.6253E-3
SC2_31764710	0.00709	0.00451	0.00276	-8.715E-3	-9.7937E-4
SC2_31792775	-7.2602E-3	0.00434	-2.2471E-3	0.00157	0.00706
SC2_31792777	0.0025	0.00295	-2.621E-3	-3.2348E-3	-6.6478E-4
SC2_31792802	0.0025	0.00295	-2.621E-3	-3.2348E-3	-6.6478E-4
SC2_31792805	0.0025	0.00295	-2.621E-3	-3.2348E-3	-6.6478E-4
SC2_31873660	-1.1227E-3	6.1895E-4	0.00274	0.00346	-2.2331E-3
SC2_31885329	0.00367	-3.3689E-3	-1.1207E-4	-2.9105E-3	-1.4553E-3
SC2_31892014	0.00208	-6.683E-3	-2.4258E-4	0.00109	-2.3622E-4
SC2_31892015	-1.2762E-3	-7.3165E-4	-2.4557E-3	-2.296E-3	0.0012
SC2_31892026	7.1251E-4	0.00287	-1.9652E-5	0.00593	-8.2245E-4
SC2_31892056	-2.9002E-3	0.00206	0.00307	-6.0018E-3	-7.6834E-4
SC2_31892214	-4.4022E-4	0.00217	0.00394	9.1166E-5	-1.1327E-3
SC2_31910037	0.00562	0.00416	0.00238	-9.4968E-3	0.00143
SC2_31932071	0.00583	0.00433	0.00196	-7.2237E-3	-9.0302E-4
SC2_31932135	0.00546	0.00283	-6.1727E-4	-6.4711E-3	-6.7133E-4
SC2_31932983	0.00605	0.00364	8.7649E-4	-1.086E-2	4.6184E-4
SC2_31964988	-2.649E-3	-9.2628E-4	9.4909E-4	-8.0527E-4	7.8415E-4
SC2_31967664	-2.6116E-3	-3.3783E-3	-4.8572E-3	-9.2342E-4	-9.1312E-4
SC2_32022459	0.00447	0.00329	-2.3819E-4	-6.3353E-3	-1.1104E-3
SC2_32063892	0.00442	-5.9345E-4	6.176E-4	-4.6441E-3	4.8767E-4
SC2_32063893	0.00442	-5.9345E-4	6.176E-4	-4.6441E-3	4.8767E-4
SC2_32063899	0.00423	-1.6352E-3	0.00104	-6.0492E-3	-3.0036E-4
SC2_32063944	0.00442	-5.9345E-4	6.176E-4	-4.6441E-3	4.8767E-4
SC2_32064659	0.00717	-3.0053E-3	-3.3912E-4	0.00382	0.00114
SC2_32064676	0.00257	-1.0202E-3	-4.0557E-4	0.00499	0.00125
SC2_32064688	0.00302	-4.8792E-3	-8.8525E-4	0.00285	4.1942E-4
SC2_32068401	4.757E-4	-2.8273E-3	4.4522E-4	-5.7028E-4	0.00157
SC2_32081187	0.00707	0.00456	0.00112	-1.2966E-2	0.002
SC2_32081192	0.00775	0.00494	0.00117	-1.2483E-2	0.00204
SC2_32081203	0.00707	0.00456	0.00112	-1.2966E-2	0.002
SC2_32081235	0.00458	0.00299	2.6313E-4	-8.7515E-3	-6.8542E-4
SC2_32113900	0.00662	0.00496	0.00141	-1.2815E-2	8.8015E-4
SC2_32142052	0.00629	0.00279	0.00156	-8.5901E-3	-7.6504E-4
SC2_32183365	0.00668	0.00474	0.0012	-1.0318E-2	3.3633E-4
SC2_32190302	0.00382	0.00189	0.00144	-1.897E-3	0.0021
SC2_32228432	0.00197	0.00384	0.00247	-6.6596E-3	-2.1684E-3
SC2_32229095	0.00287	9.4386E-4	1.5348E-4	-8.6706E-3	-3.2476E-3
SC2_32229101	0.00309	9.4358E-4	1.0989E-4	-8.8932E-3	-2.9506E-3
SC2_32229208	-5.1847E-3	-2.0784E-3	3.4482E-4	0.0024	-7.4711E-3
SC2_32247850	0.00721	0.00444	0.00202	-1.2737E-2	3.4999E-4
SC2_32287836	0.00811	0.00474	0.00124	-1.2305E-2	0.00116
SC2_32289610	0.00564	0.00412	0.0012	-7.4885E-3	-8.455E-4
SC2_32311526	-7.0302E-3	0.00745	0.01207	-1.6262E-4	0.00125
SC2_32347412	0.00319	0.00168	-6.2257E-4	-2.2607E-3	0.00155
SC2_32359791	0.00589	0.00294	-3.0873E-5	-4.5057E-3	-9.4852E-4
SC2_32419296	0.00477	0.00294	0.00197	-4.446E-3	-1.1079E-3
SC2_32429788	-1.5481E-3	-1.9764E-3	-4.013E-3	-6.4819E-4	-7.5377E-4
SC2_32429820	-1.5481E-3	-1.9764E-3	-4.013E-3	-6.4819E-4	-7.5377E-4
SC2_32432840	0.00498	-3.0324E-3	0.00199	-4.9101E-3	-2.9562E-3
SC2_32432851	-1.2722E-3	0.00173	-5.434E-4	-1.463E-3	0.00328
SC2_32432863	-1.2722E-3	0.00173	-5.434E-4	-1.463E-3	0.00328
SC2_32447326	0.00585	0.00304	-4.8189E-4	-5.761E-3	1.1532E-4
SC2_32473735	-1.0948E-3	-2.6293E-3	-3.0687E-4	-4.8597E-4	-1.9554E-3
SC2_32473743	-7.4468E-5	-2.5198E-3	-1.053E-3	-3.0579E-3	-4.753E-3
SC2_32478904	0.00734	0.00332	0.00127	-4.5983E-3	-1.618E-3
SC2_32494053	5.2238E-4	0.00111	0.00153	-2.7073E-3	-1.4704E-3
SC2_32494094	5.2238E-4	0.00111	0.00153	-2.7073E-3	-1.4704E-3
SC2_32540345	-6.2839E-4	6.3993E-4	3.6368E-4	0.00328	-3.0689E-3
SC2_32548235	0.00468	0.00234	-2.3886E-4	-3.3858E-3	-2.0407E-3
SC2_32548242	0.002	-2.5314E-3	-2.7099E-3	0.00194	-3.4359E-3
SC2_32548409	-3.5419E-4	-4.7326E-3	-1.0402E-2	0.00424	-1.863E-4
SC2_32548417	0.00551	-1.1378E-3	-3.4945E-4	-2.6418E-3	-1.9027E-3
SC2_32549941	0.00459	0.00456	0.00418	0.00335	-1.6532E-3
SC2_32549958	0.0048	0.00529	0.00416	0.00399	-9.7186E-4
SC2_32549960	0.00285	-4.4799E-3	0.00168	-1.7138E-3	-2.4764E-4
SC2_32580166	-4.5221E-3	0.00859	0.01153	-6.0513E-3	-2.484E-3
SC2_32618743	0.00648	0.00246	0.00211	-2.5961E-4	-2.1927E-3
SC2_32632934	0.00433	9.5357E-4	1.1815E-4	0.00527	-3.4001E-3
SC2_32642014	0.00548	0.00283	-1.7575E-4	2.5412E-4	-4.1838E-3
SC2_32659686	0.00556	0.00211	-1.0721E-3	7.2542E-4	-2.8737E-3
SC2_32659698	-6.9296E-4	-1.1042E-2	-1.081E-2	0.00137	5.3678E-5
SC2_32659777	0.00589	0.00265	4.3714E-4	0.00185	-3.1714E-3
SC2_32659904	0.0055	0.00234	-5.7672E-4	2.189E-4	-3.2861E-3
SC2_32659962	-1.8327E-3	-4.7946E-3	-8.7086E-3	8.9874E-4	-1.3713E-3
SC2_32660657	0.00184	-7.1845E-3	-2.8292E-3	3.7101E-4	6.8576E-4
SC2_32660673	0.00588	0.00261	0.0012	1.0529E-4	-4.6913E-3
SC2_32660716	-2.0787E-3	-4.0173E-3	-1.144E-2	2.8225E-4	1.4278E-4
SC2_32693150	0.00617	0.00317	0.00221	0.00166	-3.5807E-3
SC2_32713338	4.4868E-4	-2.8568E-5	-2.8244E-3	-1.5247E-3	0.00347
SC2_32739123	0.00191	-7.537E-3	-3.5519E-3	0.00116	7.1668E-4
SC2_32745669	0.002	-7.1734E-3	-2.1217E-3	5.0435E-4	7.2664E-4
SC2_32745822	-2.8283E-3	-2.5367E-3	-1.1035E-2	-8.1989E-4	0.00168
SC2_32745843	-5.3942E-3	0.00633	0.00886	0.00166	0.00246
SC2_32745941	0.00533	6.4351E-4	0.00101	0.00838	-2.9288E-3
SC2_32746070	0.00843	-9.5522E-4	0.00304	-1.6016E-3	-2.0546E-3
SC2_32746645	-6.8625E-3	0.00773	0.01112	-4.3538E-4	0.00412
SC2_32746659	-6.8625E-3	0.00773	0.01112	-4.3538E-4	0.00412
SC2_32746793	0.0017	-7.2813E-3	-2.765E-3	5.6217E-4	0.00177
SC2_32761246	-6.3792E-3	0.00527	0.01308	0.00113	0.00155
SC2_32761260	-1.1002E-3	-3.0491E-3	-8.9074E-3	2.064E-4	0.00216
SC2_32762136	-3.9327E-3	0.00868	0.00921	-1.9536E-3	0.00259
SC2_32781997	9.9017E-4	-1.2362E-3	-6.8488E-4	0.00342	-7.6507E-4
SC2_32796491	0.00476	0.00373	0.00315	0.00799	-2.9669E-3
SC2_32808736	8.1951E-4	0.0021	-4.6252E-4	-6.0843E-4	6.0493E-4
SC2_32813719	0.00733	2.1976E-4	0.00426	0.00266	-6.0741E-3
SC2_32821556	-2.9423E-3	-2.9558E-3	-1.0772E-2	-8.9982E-4	4.0745E-4
SC2_32821637	-5.0844E-3	0.0078	0.01226	-1.174E-3	0.0057
SC2_32831423	0.00338	-6.9477E-3	-3.2941E-3	-7.4281E-4	-1.4846E-4
SC2_32831429	-9.1471E-4	-8.3066E-4	-5.4592E-3	-2.834E-3	-3.2307E-3
SC2_32837844	0.00178	-5.9515E-3	-2.5843E-3	0.00103	-4.3916E-4
SC2_32887701	0.00512	0.00125	0.00232	8.0164E-5	-5.5246E-3
SC2_32888513	2.4222E-4	-3.8424E-3	-2.9465E-3	-1.4196E-3	-2.7295E-3
SC2_32888530	2.4222E-4	-3.8424E-3	-2.9465E-3	-1.4196E-3	-2.7295E-3
SC2_32912605	0.00401	0.00193	8.2355E-4	-4.6166E-3	-3.0346E-3
SC2_32912809	0.00177	-4.0655E-3	-1.4346E-4	8.4594E-4	7.4676E-5
SC2_32912841	0.00335	0.00401	0.00144	0.00268	-3.4468E-3
SC2_32912842	0.00459	0.00193	4.2606E-4	0.00258	-3.638E-3
SC2_32912848	0.00673	-4.0062E-3	-2.058E-3	0.00417	-5.0233E-3
SC2_32924948	-5.0761E-3	0.00661	0.0074	-3.7818E-4	0.00571
SC2_32925024	-4.6251E-3	0.00783	0.00942	0.00117	0.00232
SC2_32925025	-4.6251E-3	0.00783	0.00942	0.00117	0.00232
SC2_32925042	0.00166	-6.5046E-3	-3.2759E-3	2.2417E-4	-9.0299E-4
SC2_32926756	0.00659	0.00274	0.00174	0.00101	-5.1434E-3
SC2_32926769	-5.6986E-3	0.00735	0.01271	-2.6332E-3	0.00437
SC2_32926783	-5.6986E-3	0.00735	0.01271	-2.6332E-3	0.00437
SC2_32926795	-1.7302E-3	-4.4362E-3	-1.2663E-2	-2.1165E-3	0.0015
SC2_32927313	0.00584	0.00446	0.00456	0.00277	-5.9292E-3
SC2_32927329	3.6292E-4	-6.4037E-3	-1.5909E-3	2.7039E-4	0.00146
SC2_32933426	0.00669	0.00282	3.5742E-4	2.6289E-4	0.00304
SC2_32934175	0.0073	-5.2016E-4	0.00184	0.00158	-5.4803E-3
SC2_32934233	7.2264E-4	-4.476E-3	-9.9227E-3	0.00413	-1.2949E-3
SC2_32943513	-3.9418E-3	0.00609	0.00933	-1.7181E-3	8.1714E-4
SC2_32943561	-3.9418E-3	0.00609	0.00933	-1.7181E-3	8.1714E-4
SC2_32950409	-5.1296E-3	0.00774	0.01051	-5.709E-3	0.00533
SC2_32950463	0.0049	0.0012	4.5945E-4	-2.9325E-3	1.2616E-5
SC2_32950465	0.00126	-5.7787E-3	-2.8415E-3	-1.4241E-3	-5.479E-4
SC2_32951803	0.00662	9.7065E-4	7.2887E-4	0.00187	-6.3829E-3
SC2_32951835	0.00637	0.00214	9.7485E-4	0.00198	-6.2212E-3
SC2_33012608	-5.2598E-3	0.0052	0.01063	-1.5337E-5	-3.2811E-4
SC2_33012612	-5.2598E-3	0.0052	0.01063	-1.5337E-5	-3.2811E-4
SC2_33017640	0.00588	0.002	0.00149	-5.0337E-4	-4.4032E-3
SC2_33017667	-1.5879E-3	-2.6625E-3	-9.7326E-3	0.00136	0.00282
SC2_33017690	-1.4206E-3	0.0097	0.01312	-1.3511E-3	-1.6517E-3
SC2_33034219	0.0078	0.00671	-1.1243E-3	-3.5131E-3	-3.7911E-3
SC2_33087905	-5.7196E-6	0.00377	0.00143	-2.8575E-3	-2.5881E-3
SC2_33087932	7.8723E-4	-1.6901E-3	-4.645E-3	2.6945E-6	-2.5168E-3
SC2_33088102	-1.3516E-3	-2.3801E-3	0.00324	4.2979E-4	-3.7451E-3
SC2_33088111	9.3671E-4	6.8206E-4	3.8951E-4	3.4604E-4	-2.4856E-3
SC2_33093005	0.00693	-1.6175E-3	0.00101	0.0032	-5.8876E-5
SC2_33093011	4.7751E-4	-5.3139E-3	-1.2847E-3	-1.1792E-4	0.00532
SC2_33093014	4.7751E-4	-5.3139E-3	-1.2847E-3	-1.1792E-4	0.00532
SC2_33093019	4.7751E-4	-5.3139E-3	-1.2847E-3	-1.1792E-4	0.00532
SC2_33093040	4.7751E-4	-5.3139E-3	-1.2847E-3	-1.1792E-4	0.00532
SC2_33093047	0.00693	-1.6175E-3	0.00101	0.0032	-5.8876E-5
SC2_33094637	-3.2318E-3	0.00119	-1.5248E-3	8.6398E-4	0.00182
SC2_33094670	0.00131	-4.697E-3	-1.2958E-3	3.8554E-4	0.00105
SC2_33094674	0.00294	-4.3793E-3	6.4706E-4	0.00252	-2.1327E-3
SC2_33102135	-1.7292E-3	0.00889	0.01157	-2.2169E-3	0.00521
SC2_33102153	-1.7292E-3	0.00889	0.01157	-2.2169E-3	0.00521
SC2_33102658	0.00735	0.00591	0.00472	0.0024	-4.6723E-3
SC2_33102688	0.00135	-6.4078E-3	-8.1926E-4	-2.5865E-4	0.00105
SC2_33102699	0.00758	0.00601	0.00474	0.00211	-4.3568E-3
SC2_33106716	-3.4643E-3	0.00812	0.01265	-2.0217E-3	0.00277
SC2_33106721	-3.4643E-3	0.00812	0.01265	-2.0217E-3	0.00277
SC2_33106843	0.00587	0.00388	0.00249	0.00396	-5.195E-3
SC2_33106854	0.00587	0.00388	0.00249	0.00396	-5.195E-3
SC2_33106865	0.00587	0.00388	0.00249	0.00396	-5.195E-3
SC2_33120401	-4.0172E-3	0.01029	0.01061	-2.5615E-3	0.00518
SC2_33130899	-2.0225E-3	0.0044	-6.9239E-3	-1.8465E-3	-3.6296E-3
SC2_33130907	-1.7696E-3	-8.8721E-4	-1.2267E-3	-8.7923E-4	-4.4143E-4
SC2_33130957	0.0077	-8.8531E-3	-1.2661E-3	-1.6218E-3	0.00155
SC2_33130976	0.0077	-8.8531E-3	-1.2661E-3	-1.6218E-3	0.00155
SC2_33131765	-1.4898E-4	0.00225	-1.2784E-3	-1.8082E-3	-5.0169E-4
SC2_33131771	-1.4898E-4	0.00225	-1.2784E-3	-1.8082E-3	-5.0169E-4
SC2_33131805	6.7268E-4	0.00405	0.00419	-2.3415E-3	-1.2275E-3
SC2_33132207	0.00222	0.00186	-2.2812E-3	9.4105E-4	-1.3696E-3
SC2_33132208	-2.7549E-3	0.00375	0.00774	-3.2254E-3	4.8225E-4
SC2_33132213	0.00222	0.00186	-2.2812E-3	9.4105E-4	-1.3696E-3
SC2_33132241	-1.1119E-3	9.5419E-5	-1.8565E-6	-1.7287E-3	0.00326
SC2_33132246	0.00222	0.00186	-2.2812E-3	9.4105E-4	-1.3696E-3
SC2_33132258	0.00222	0.00186	-2.2812E-3	9.4105E-4	-1.3696E-3
SC2_33133147	0.00283	0.01	-7.3554E-3	0.00197	-6.7503E-3
SC2_33133159	6.8487E-4	-4.4697E-3	0.00259	0.00211	0.00273
SC2_33148381	-1.0358E-3	-2.6453E-3	-1.1204E-2	-1.003E-3	-2.2674E-3
SC2_33148556	-2.8476E-3	0.00974	0.01305	-1.5326E-3	0.00368
SC2_33158167	0.00635	0.00374	0.00217	0.00182	-4.5037E-3
SC2_33158192	0.00601	0.00376	0.00207	0.00131	-4.053E-3
SC2_33174125	0.00254	-8.2893E-3	-4.2851E-3	0.00103	0.00258
SC2_33174157	-6.7585E-3	0.00808	0.00986	-3.2397E-4	0.00349
SC2_33174204	0.00436	-6.5877E-3	-3.397E-3	8.7348E-4	2.1376E-4
SC2_33216076	-2.2283E-3	0.00339	0.00987	-2.5914E-3	7.8785E-4
SC2_33226486	0.00597	0.00467	0.00195	0.00239	-3.9846E-3
SC2_33226552	0.00619	0.00409	0.00218	0.00262	-4.5835E-3
SC2_33252609	0.00707	0.00403	0.00231	7.46E-4	-4.6986E-3
SC2_33256239	-2.9406E-3	0.00198	0.00431	8.4216E-4	-2.0427E-3
SC2_33256247	0.00109	-8.1768E-3	-2.7594E-3	0.0024	-7.1236E-3
SC2_33256255	-1.4928E-3	-4.9349E-3	-1.7316E-3	0.00288	-6.5913E-3
SC2_33256601	0.00575	0.00426	0.00204	0.00173	-4.6562E-3
SC2_33272326	-2.0382E-3	-3.3158E-3	-1.1025E-2	3.0072E-4	0.00122
SC2_33272327	-2.0382E-3	-3.3158E-3	-1.1025E-2	3.0072E-4	0.00122
SC2_33272328	0.00555	0.00513	0.00181	0.00127	-5.3582E-3
SC2_33272385	-3.8917E-3	0.00839	0.00986	-2.3833E-3	0.00646
SC2_33272446	7.0768E-4	0.01155	0.01426	-3.1888E-3	-1.2448E-3
SC2_33272463	-4.9488E-3	0.00748	0.01172	-9.8795E-4	0.00187
SC2_33287840	-7.0578E-4	-1.0628E-2	-6.3581E-3	-2.6372E-3	-3.8677E-3
SC2_33287878	-7.0578E-4	-1.0628E-2	-6.3581E-3	-2.6372E-3	-3.8677E-3
SC2_33287879	-7.0578E-4	-1.0628E-2	-6.3581E-3	-2.6372E-3	-3.8677E-3
SC2_33303279	2.1666E-4	-3.1288E-3	-2.7026E-6	-3.4296E-4	-7.0191E-4
SC2_33303286	0.00507	0.006	-3.2979E-3	-1.1117E-3	0.00699
SC2_33309053	0.0059	0.00619	0.00478	0.00127	-4.4824E-3
SC2_33309086	0.006	0.00631	0.00485	0.00189	-4.1284E-3
SC2_33309126	0.006	0.00631	0.00485	0.00189	-4.1284E-3
SC2_33322375	0.00424	0.0077	0.00703	4.2859E-4	-4.1799E-3
SC2_33335273	9.9921E-4	1.2526E-4	-2.1761E-3	0.00175	-5.0955E-3
SC2_33335276	9.9921E-4	1.2526E-4	-2.1761E-3	0.00175	-5.0955E-3
SC2_33335300	-3.0492E-3	2.5698E-4	0.00122	-7.4682E-4	-3.0035E-3
SC2_33350781	0.00643	0.00673	0.00576	0.002	-3.198E-3
SC2_33359142	0.00275	-6.4982E-3	6.0967E-4	0.00153	0.00122
SC2_33359152	0.00268	-6.4594E-3	6.6146E-4	0.00169	9.0678E-4
SC2_33359165	0.00276	-6.3653E-3	5.7619E-4	0.00133	0.00101
SC2_33372294	0.00617	0.00547	0.00461	0.00112	-4.3923E-3
SC2_33372295	0.00617	0.00547	0.00461	0.00112	-4.3923E-3
SC2_33372325	0.00648	0.00589	0.00474	0.00152	-4.3815E-3
SC2_33392189	0.00571	0.00273	0.00184	-1.735E-4	-4.833E-3
SC2_33392211	0.00231	-4.7796E-3	-3.9775E-3	0.00304	9.9021E-4
SC2_33392230	0.00571	0.00273	0.00184	-1.735E-4	-4.833E-3
